Scientific name,Scientific name modif,English,Chinese,Chinese (Traditional),Czech,Danish,Dutch,Estonian,Finnish,French,French_modif,German,Hungarian,Italian,Japanese,Lithuanian,Norwegian,Polish,Portuguese,Russian,Slovak,Spanish,Swedish
Corvus insularis,Corvus insularis,Bismarck Crow,????,??????,0,0,Bismarckkraai,melaneesia vares,0,Corbeau des Bismarck,Corbeau des Bismarck,Heinrothkrähe,0,0,0,0,Grovnebbnebbkr?ke,wrona krzywodzioba,0,0,vrana ostrovná,Cuervo de las Bismarck,0
Corvus bennetti,Corvus bennetti,Little Crow,???,???,vrána men?í,Lille Krage,Bennetts Kraai,k?nnuvares,australianaavikkovaris,Corbeau du désert,Corbeau du désert,Bennettkrähe,Bennett-varjú,Corvo minore,???????,Ma?oji varna,Mulgakr?ke,wrona ma?a,0,???????? ?????,vrana Bennettova,Cuervo de Bennett,Mulgakr?ka
Corvus tasmanicus,Corvus tasmanicus,Forest Raven,???,??,krkavec pralesní,Tasmansk Ravn,Tasmaanse Raaf,tasmaania vares,tasmaniankorppi,Corbeau de Tasmanie,Corbeau de Tasmanie,Tasmankrähe,tasmán varjú,Corvo imperiale di foresta,?????,0,Tasmanravn,kruk le?ny,0,???????????? ?????,krkavec lesn?,Cuervo de Tasmania,Tasmankorp
Corvus mellori,Corvus mellori,Little Raven,???,????,krkavec mal?,Dv?rgravn,Kleine Raaf,eukalüptivares,pikkukorppi,Petit Corbeau,Petit Corbeau,Gesellschaftskrähe,társas varjú,Corvo imperiale minore,??????????,0,Flokkravn,kruk ma?y,0,????????????????? ??????,krkavec dru?n?,Cuervo de Mellor,Sm?korp
Corvus coronoides,Corvus coronoides,Australian Raven,????,????,krkavec australsk?,Australsk Ravn,Australische Raaf,halavares,australiankorppi,Corbeau d'Australie,Corbeau d'Australie,Neuhollandkrähe,ausztrál varjú,Corvo imperiale australiano,?????????,Australinis kranklys,Klageravn,kruk australijski,Corvo-australiano,????????????? ??????,krkavec pasienkov?,Cuervo Australiano,Australisk korp
Corvus albus,Corvus albus,Pied Crow,?????,?????,vrána ?ernobílá,Broget Krage,Schildraaf,pugalronk,afrikanvaris,Corbeau pie,Corbeau pie,Schildrabe,pajzsos varjú,Corvo bianco e nero,???????,Baltapilv? varna,Hvitbrystkr?ke,kruk srokaty,Gralha-de-barriga-branca,????? ?????,vrana ?títnatá,Cuervo Pío,Svartvit kr?ka
Corvus ruficollis,Corvus ruficollis,Brown-necked Raven,????,????,krkavec hn?dokrk?,?rkenravn,Bruinnekraaf,k?rberonk,arokorppi,Corbeau brun,Corbeau brun,Wüstenrabe,barnanyakú holló,Corvo collobruno,???????,Dykuminis kranklys,Brunnakkeravn,kruk pustynny,Corvo-do-deserto,????????? ?????,krkavec pú?tny,Cuervo Desertícola,Ökenkorp
Corvus edithae,Corvus edithae,Somali Crow,????,????,krkavec somálsk?,Somaliravn,Ethiopische Raaf,väike-k?rberonk,0,Corbeau d'Édith,Corbeau d'Édith,Somalirabe,0,Corvo di Somalia,0,0,Somalikr?ke,kruk somalijski,0,0,krkavec somálsky,Cuervo Etíope,Etiopisk korp
Corvus corax,Corvus corax,Northern Raven,??,??,krkavec velk?,Ravn,Raaf,ronk e. kaaren,korppi,Grand Corbeau,Grand Corbeau,Kolkrabe,holló,Corvo imperiale,??????,Kranklys,Ravn,kruk (zwyczajny),Corvo,?????,krkavec ?ierny,Cuervo Grande,Korp
Corvus cryptoleucus,Corvus cryptoleucus,Chihuahuan Raven,????,????,krkavec mexick?,Chihuahuaravn,Woestijnraaf,asteegi ronk,aavikkokorppi,Corbeau à cou blanc,Corbeau à cou blanc,Weißhalsrabe,fehérnyakú holló,Corvo imperiale del Chihuahua,???????,0,Kaktusravn,kruk bia?oszyi,Corvo-da-planície,?????????? ??????,krkavec pustatinn?,Cuervo Llanero,Chihuahuakorp
Corvus rhipidurus,Corvus rhipidurus,Fan-tailed Raven,????,????,krkavec krátkoocas?,Korthalet Ravn,Waaierstaartraaf,lühisaba-ronk,lyhytpyrstökorppi,Corbeau à queue courte,Corbeau à queue courte,Borstenrabe,csutakfarkú holló,Corvo coda a ventaglio,??????,Trumpauodegis kranklis,Korthaleravn,kruk kusy,Corvo-de-cauda-curta,?????????? ??????,krkavec krátkochvost?,Cuervo Colicorto,Kortstjärtad korp
Corvus albicollis,Corvus albicollis,White-necked Raven,????,??????,krkavec b?lokrk?,Hvidhalset Ravn,Witnekraaf,kaelusronk,valkoniskakorppi,Corbeau à nuque blanche,Corbeau à nuque blanche,Geierrabe,örvös holló,Corvo imperiale collobianco,???????????,Baltasprandis kranklys,Kopjeravn,kruk wielkodzioby,Corvo-das-montanhas,????????? ?????,krkavec bielokrk?,Cuervo Cuelliblanco,Vitnackad korp
Corvus crassirostris,Corvus crassirostris,Thick-billed Raven,????,???,krkavec tlustozob?,Tykn?bbet Ravn,Dikbekraaf,etioopia ronk,etiopiankorppi,Corbeau corbivau,Corbeau corbivau,Erzrabe,vastagcs?r? holló,Corvo imperiale beccogrosso,???????,Storasnapis kranklys,Tykknebbravn,kruk grubodzioby,Corvo-de-bico-grosso,????????? ??????,krkavec hrubozob?,Cuervo Picogordo,Tjocknäbbad korp
Corcorax melanorhamphos,Corcorax melanorhamphos,White-winged Chough,????,????,kav?ík b?lok?ídl?,Hvidvinget Fl?jteskade,Modderkraai,0,mutavaris,Corbicrave leucoptère,Corbicrave leucoptère,Drosselkrähe,szarkavarjú,Gracchio alibianche,???????,Juodasis apa?talas,Pottemakerfugl,ska?owron,0,?????????? ??????? ?????????,kraka bielokrídla,Corvino Negro,Australalpkr?ka
Struthidea cinerea,Struthidea cinerea,Apostlebird,?????,???,popelá? ?ed?,Apostelfugl,Apostelvogel,0,mutanärhi,Apôtre gris,Apôtre gris,Gimpelhäher,pirókszajkó,Uccello apostolo,?????????,0,Apostelfugl,aposto?,Apóstolo,?????????? ?????,popolák apo?tolsk?,Corvino Apóstol,Apostelf?gel
Melampitta lugubris,Melampitta lugubris,Lesser Melampitta,?????,????,rajkovec men?í,Lille Melampitta,Kleine Paradijspitta,0,pikkujuoksutimali,Petite Mélampitte,Petite Mélampitte,Glanzflöter,kis melampitta,Melampitta minore,??????,Ma?asis juodasis fleitininkas,Dvergmelampitta,czarniak ma?y,0,????? ?????? ????????,prespevák dlhonoh?,Melampita Chica,Mindre melampitta
Megalampitta gigantea,Megalampitta gigantea,Greater Melampitta,?????,????,rajkovec v?t?í,Stor Melampitta,Paradijspitta,0,isojuoksutimali,Grande Mélampitte,Grande Mélampitte,Rußflöter,nagy melampitta,Melampitta maggiore,????????,Didysis juodasis fleitininkas,Stormelampitta,czarniak du¿y,0,??????? ?????? ????????,prespevák ve?k?,Melampita Grande,Större melampitta
Ifrita kowaldi,Ifrita kowaldi,Blue-capped Ifrit,????,????,kosovec ?oupál?í,Bl?krone,Blauwkapifrita,0,kiipijätimali,Ifrita de Kowald,Ifrita de Kowald,Blaukappenflöter,0,Ifrita,???????,Ifrita,Bl?kroneifrit,modrog?ówka,0,???????????? ??????,ifrita ?plhavá,Ifrita,Ifrit
Lycocorax pyrrhopterus,Lycocorax pyrrhopterus,Paradise-crow,?????,?????,rajka vraní,Paradiskrage,Bruine Paradijskraai,paradiisivares,paratiisivaris,Paradisier corvin,Paradisier corvin,Krähenparadiesvogel,paradicsomvarjú,Corvo del paradiso,????????,Rojaus varna,Kr?keparadisfugl,grabiec (br?zowoskrzyd?y),0,??????? ??????,surga havrania,Ave-del-paraíso Corvina,Paradiskr?ka
Manucodia ater,Manucodia ater,Glossy-mantled Manucode,?????,?????,rajka lesklá,Sort Manukode,Glansparadijskraai,vile-paradiisihakk,viheltäjämanukki,Paradisier noir,Paradisier noir,Glanzparadieskrähe,fényes paradicsommadár,Manucodia mantolucente,??????????,Blizgioji manukodija,Glansparadisfugl,fa?dowron czarny,0,????????? ?????????,rajka lesklá,Ave-del-paraíso Negra,Svart manukod
Manucodia jobiensis,Manucodia jobiensis,Jobi Manucode,?????,??????,rajka jobienská,Jobimanukode,Jobiparadijskraai,sarnas-paradiisihakk,lyhytpyrstömanukki,Paradisier de Jobi,Paradisier de Jobi,Jobiparadieskrähe,jobi paradicsommadár,Manucodia di Jobi,???????????,Kar?iuotoji manukodija,Purpurparadisfugl,fa?dowron l?ni?cy,0,????????? ?????????,rajka tupozobá,Ave-del-paraíso de la Jobi,Jobimanukod
Manucodia chalybatus,Manucodia chalybatus,Crinkle-collared Manucode,??????,??????,rajka plachá,Gr?n Manukode,Ruwhalsparadijskraai,n?lva-paradiisihakk,viikunamanukki,Paradisier vert,Paradisier vert,Grünparadieskrähe,zöld paradicsommadár,Manucodia crespata,????????????,?alsvoji manukodija,Krushalsparadisfugl,fa?dowron zielonawy,0,0,rajka figárka,Ave-del-paraíso Metálica,Grön manukod
Manucodia comrii,Manucodia comrii,Curl-crested Manucode,??????,??????,rajka kade?avá,Kr?ltoppet Manukode,Kroeskopparadijskraai,suur-paradiisihakk,keisarimanukki,Paradisier d'Entrecasteaux,Paradisier d'Entrecasteaux,Kräuselparadieskrähe,göndörtollú paradicsommadár,Manucodia crestariccia,????????????,Garbanotoji manukodija,Kr?llparadisfugl,fa?dowron rogaty,0,???????? ?????????,rajka kaderavá,Ave-del-paraíso de Comrie,Krusfjädrad manukod
Phonygammus keraudrenii,Phonygammus keraudrenii,Trumpet Manucode,?????,??????,rajka truba?,Trompetérmanukode,Trompetparadijskraai,krae-paradiisihakk,hapsumanukki,Paradisier de Keraudren,Paradisier de Keraudren,Trompeterparadieskrähe,trombitás paradicsommadár,Manucodia trombettiera,??????????,Manukodija trimitinink?,Trompeterparadisfugl,fa?dowron stalowy,0,???????? ??????? ?????,rajka truba?,Ave-del-paraíso Trompetera,Trumpetmanukod
Paradigalla carunculata,Paradigalla carunculata,Long-tailed Paradigalla,??????,???????,rajka dlouhoocasá,Langhalet Lappeparadisfugl,Langstaartparadigalla,lauk-paradiisilind,helttaotsa,Paradisier caronculé,Paradisier caronculé,Langschwanzparadigalla,hosszúfarkú paradigalla,Paradigalla codalunga,????????,Ilgauodeg? paradigala,Kilehaleparadisfugl,tarczonos d?ugosterny,0,?????? ??????????? ??????? ?????,rajka lalo?natá,Ave-del-paraíso Carunculada,L?ngstjärtad v?rtparadisf?gel
Paradigalla brevicauda,Paradigalla brevicauda,Short-tailed Paradigalla,??????,???????,rajka krátkoocasá,Korthalet Lappeparadisfugl,Kortstaartparadigalla,töbi-paradiisilind,töpöhelttaotsa,Paradisier à queue courte,Paradisier à queue courte,Kurzschwanzparadigalla,rövidfarkú paradigalla,Paradigalla codacorta,???????????,Trumpauodeg? paradigala,Stumphaleparadisfugl,tarczonos kusy,0,0,rajka krátkochvostá,Ave-del-paraíso Colicorta,Kortstjärtad v?rtparadisf?gel
Astrapia nigra,Astrapia nigra,Arfak Astrapia,??????,???????,rajka strakovitá,Arfak Paradisskade,Arfakastrapia,arfaki paradiisilind,arfakinparatiisiharakka,Paradisier à gorge noire,Paradisier à gorge noire,Fächerparadieselster,legyez?s paradicsomszarka,Astrapia degli Arfak,????????,Juodagurkl? astrapija,Arfakparadisfugl,astrapia czarna,0,??????????? ????????,rajka ?ierna,Ave-del-paraíso de las Arfak,Arfakastrapia
Astrapia splendidissima,Astrapia splendidissima,Splendid Astrapia,??????,???????,rajka p?ekrásná,Pragt-paradisskade,Prachtastrapia,pugalsaba-paradiisilind,smaragdiparatiisiharakka,Paradisier splendide,Paradisier splendide,Prachtparadieselster,pompás paradicsomszarka,Astrapia splendida,???????????,Gra?ioji astrapija,Stasparadisfugl,astrapia s?oneczna,0,???????????? ????????,rajka varechárka,Ave-del-paraíso Espléndida,Praktastrapia
